id,name,type,typecode,biz_type,address,LONGITUDE,LATITUDE,tel,pname,cityname,adname
B0HU6A1OH6,湖北省武昌实验小学,科教文化服务;学校;小学,141203,,中北路118号,114.351872,30.562365,,湖北省,武汉市,武昌区
B001B1H3BX,武汉大学后勤服务集团人力资源部,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.365221,30.53561,,湖北省,武汉市,武昌区
B0FFFLII1H,武汉纺织大学东湖校区办公大楼,科教文化服务;学校;学校,141200,,东湖风景区街道水果湖街道东湖梨园,114.371861,30.578271,,湖北省,武汉市,武昌区
B0FFFLIUZG,武汉理工大学余家头校区学生就业咨询办公室,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区,114.357472,30.608008,,湖北省,武汉市,武昌区
B0FFG6AOEN,武汉理工大学余家头校区余家头校区计算机学院,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区,114.358932,30.609513,,湖北省,武汉市,武昌区
B0FFFLIY1B,武汉理工大学余家头校区交通学院船舶工程系,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区学子路附近,114.359477,30.60685,,湖北省,武汉市,武昌区
B001B09B8A,武汉燃气热力学校,科教文化服务;学校;职业技术学校,141206,,团结路35号,114.343544,30.583233,027-86811107,湖北省,武汉市,武昌区
B0FFFFCUIF,国立武昌高等师范学校化学与分子科学学院,科教文化服务;学校;高等院校,141201,,珞珈山街办事处,114.359844,30.536462,,湖北省,武汉市,武昌区
B0FFLBCSOM,武汉大学社会学院,科教文化服务;学校;高等院校,141201,,八一路299号武汉大学内,114.368067,30.540451,027-68753860;027-68753859,湖北省,武汉市,武昌区
B0FFHHHJMM,湖北美术学院继续教育培育学院招生办公室,科教文化服务;学校;高等院校,141201,,中山路湖北美术学院(昙华林校区),114.316703,30.548195,,湖北省,武汉市,武昌区
B0FFFRJKM9,武汉市广播电视大学(武昌校区),科教文化服务;学校;成人教育,141205,,友谊大道铁机路102号,114.353338,30.602343,,湖北省,武汉市,武昌区
B0FFGCDRJE,武汉理工大学余家头校区西配楼,科教文化服务;学校;学校,141200,,交通一路与青年园北路交叉口西100米,114.356109,30.609098,,湖北省,武汉市,武昌区
B0FFHFJPZQ,武汉大学医学职业技术学院继续教育办公室,科教文化服务;学校;高等院校,141201,,张之洞路与花堤街交叉口东北50米,114.293196,30.535679,,湖北省,武汉市,武昌区
B0FFGER7JO,武汉大学政治与公共管理学院青春健康教育中心,科教文化服务;学校;高等院校,141201,,八一路299号珞珈山,114.367694,30.537996,,湖北省,武汉市,武昌区
B0FFFRJNO3,武汉大学国家海洋行业科研专项项目管理办公室,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学茶港路附近,114.357317,30.539065,,湖北省,武汉市,武昌区
B0FFGCDR0Q,武汉理工大学余家头校区港口大楼,科教文化服务;学校;学校,141200,,杨园街办事处和平大道1178号,114.358103,30.608958,,湖北省,武汉市,武昌区
B0FFFOKFAO,国立武汉大学农学院,科教文化服务;学校;高等院校,141201,,八一路299号武汉大学教育科学学院附近,114.360214,30.542917,,湖北省,武汉市,武昌区
B0FFGSINMR,武汉理工大学余区第四教学楼,科教文化服务;学校;学校,141200,,和平大道1178号武汉理工大学余家头校区,114.355323,30.608855,,湖北省,武汉市,武昌区
B0FFGZOZSR,武汉理工大学能源与动力工程学院热能工程系,科教文化服务;学校;高等院校,141201,,交通三路与学子路交叉口北100米,114.358744,30.606479,,湖北省,武汉市,武昌区
B0FFGZMWJK,武汉理工大学能源与动力工程学院动力工程系,科教文化服务;学校;高等院校,141201,,交通三路与学子路交叉口北100米,114.35867,30.606477,,湖北省,武汉市,武昌区
B0G3D93DM3,武汉大学保卫一分部(文理学部),科教文化服务;学校;高等院校,141201,,武汉大学东中区9栋1楼,114.364342,30.532812,,湖北省,武汉市,武昌区
B001B1BXGI,武汉大学第一附属小学,科教文化服务;学校;小学,141203,,八一路299号武汉大学内,114.361804,30.531986,027-68762356,湖北省,武汉市,武昌区
B0FFHF9454,武昌区社区教育学院(黄鹤楼街分校),科教文化服务;学校;成人教育,141205,,黄鹤楼街办事处后长街8号,114.29938,30.539037,,湖北省,武汉市,武昌区
B0FFFGV5NK,武汉音乐学院张之洞路校区教学楼,科教文化服务;学校;学校,141200,,黄鹤楼街办事处临江大道1号,114.291603,30.536704,027-88076720,湖北省,武汉市,武昌区
B0FFFGV5O2,武汉音乐学院张之洞路校区办公楼,科教文化服务;学校;学校,141200,,黄鹤楼街办事处临江大道一号,114.291778,30.53576,,湖北省,武汉市,武昌区
B0FFFLJWCH,武汉理工大学余家头校区交通学院道路与桥梁工程系,科教文化服务;学校;高等院校,141201,,杨园街办事处和平大道1178号武汉理工大学余家头校区,114.360525,30.608099,,湖北省,武汉市,武昌区
B001B0I6Q8,中南财经政法大学首义校区幼儿园(武珞路辅路),科教文化服务;学校;幼儿园,141204,,武珞路114号中南财经政法大学首义校区,114.315109,30.539754,027-88382689;027-87131632,湖北省,武汉市,武昌区
B001B1C7BB,楚天双语幼儿园,科教文化服务;学校;幼儿园,141204,,东湖路181号楚天传媒大厦B座3层,114.366671,30.568263,027-88567968,湖北省,武汉市,武昌区
B001B1H3BV,武汉大学国际交流部港澳台事务办公室,科教文化服务;学校;高等院校,141201,,,114.366633,30.537291,027-68752850,湖北省,武汉市,武昌区
B0FFKXUYNV,武汉理工大学余家头校区创业学院,科教文化服务;学校;高等院校,141201,,和平大道1176-46号附近,114.35613,30.609625,,湖北省,武汉市,武昌区
B001B1CXQ2,武汉理工大学余家头校区余家头校区第一教学楼,科教文化服务;学校;学校,141200,,和平大道1178号武汉理工大学余家头校区,114.35686,30.609166,,湖北省,武汉市,武昌区
B0GDFOW40Q,武汉理工大学余家头校区交通学院,科教文化服务;学校;高等院校,141201,,杨园街办事处和平大道1178号武汉理工大学余家头校区,114.358685,30.609806,,湖北省,武汉市,武昌区
B0G3HC5K6S,湖北中医药大学生物医药工程学院,科教文化服务;学校;高等院校,141201,,,114.314494,30.550033,,湖北省,武汉市,武昌区
B0FFH9V3SM,武汉理工大学余家头校区工程训练中心焊接实训室,科教文化服务;学校;高等院校,141201,,交通四路武汉理工大学(余家头校区),114.354805,30.603529,,湖北省,武汉市,武昌区
B001B1IJ4N,湖北财税职业学院教学楼,科教文化服务;学校;学校,141200,,白沙洲街办事处白沙洲大道519号,114.298514,30.514859,,湖北省,武汉市,武昌区
B001B1CCO2,晒湖小学,科教文化服务;学校;小学,141203,,南湖街办事处雄楚大道64号,114.3205,30.519538,027-88038450,湖北省,武汉市,武昌区
B001B07FHQ,湖北省工会干部学校,科教文化服务;学校;成人教育,141205,,张之洞路234附15号,114.308206,30.533155,,湖北省,武汉市,武昌区
B001B0I6M6,武昌区教育局东亭幼儿园,科教文化服务;学校;幼儿园,141204,,水果湖街办事处中北路东亭小区,114.358198,30.56642,027-86783065,湖北省,武汉市,武昌区
B001B0JT5G,小太阳幼儿园,科教文化服务;学校;幼儿园,141204,,民主路717附12号,114.326042,30.5452,027-87842653,湖北省,武汉市,武昌区
B001B0I8EV,华中科技大学文华模具数控中心,科教文化服务;学校;高等院校,141201,,珞狮路2附1樱花大厦A座13层,114.355505,30.53331,,湖北省,武汉市,武昌区
B001B1CXP6,湖北中医药大学生物医药工程学院职业技术学院,科教文化服务;学校;高等院校,141201,,昙华林188号,114.3144,30.550071,,湖北省,武汉市,武昌区
B001B1BZVI,天源城当代海嘉幼儿园,科教文化服务;学校;幼儿园,141204,,中北路青鱼嘴伟鹏苑小区内,114.354558,30.563214,027-87261857,湖北省,武汉市,武昌区
B0FFHQJSBJ,武汉理工大学动力楼,科教文化服务;学校;学校,141200,,和平大道1178号武汉理工大学余家头校区,114.358745,30.606479,,湖北省,武汉市,武昌区
B001B0I5RL,武汉市武昌区粮道街胭脂路幼儿园,科教文化服务;学校;幼儿园,141204,,后补街83号,114.307948,30.549484,027-88876109,湖北省,武汉市,武昌区
B0FFH2O70B,武汉理工大学能源与动力工程学院余区1舍宿舍管理委员会,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区,114.357476,30.606956,,湖北省,武汉市,武昌区
B0FFGBRZF2,省三保教学楼,科教文化服务;学校;学校,141200,,水果湖街办事处水果湖张家湾小区36号88栋,114.34645,30.54452,,湖北省,武汉市,武昌区
B001B1BWZ9,武汉大学政治与公共管理学院思想政治教育系,科教文化服务;学校;高等院校,141201,,八一路299号珞珈山,114.367762,30.538028,,湖北省,武汉市,武昌区
B001B1IJ1M,湖北财税职业学院-实训楼,科教文化服务;学校;学校,141200,,白沙洲大道519湖北财税职业学院,114.298328,30.51589,,湖北省,武汉市,武昌区
B0GDUA5J7S,武汉理工大学法学与人文社会学院(余区),科教文化服务;学校;高等院校,141201,,杨园街办事处和平大道1040号余家头,114.35664,30.608007,,湖北省,武汉市,武昌区
B001B16OV1,佳禾世纪彩城幼儿园,科教文化服务;学校;幼儿园,141204,,秦园东路5号,114.354352,30.571325,,湖北省,武汉市,武昌区
B0FFGPO64H,金鹰艺术教学楼,科教文化服务;学校;学校,141200,,彭刘杨路读书院23号,114.299103,30.53871,,湖北省,武汉市,武昌区
B0FFKPEOBY,武汉市文昌高级职业学校,科教文化服务;学校;职业技术学校,141206,,民主路23号,114.295745,30.547165,027-88851678;027-88081998,湖北省,武汉市,武昌区
B0FFGPTG62,武汉理工大学余家头校区船舶运输实验实训教学中心船艺综合实训室,科教文化服务;学校;高等院校,141201,,交通二路与青年园南路交叉口东南100米,114.357366,30.607774,,湖北省,武汉市,武昌区
B001B1CXHR,武汉大学社会主义学院,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.36436,30.532514,,湖北省,武汉市,武昌区
B0FFHM9ZYV,水果湖第一小学综合楼,科教文化服务;学校;学校,141200,,东三路3附3号,114.348528,30.54374,,湖北省,武汉市,武昌区
B0FFI0K1YV,武汉大学教6号楼,科教文化服务;学校;学校,141200,,珞珈山街办事处16号,114.360263,30.538951,,湖北省,武汉市,武昌区
B001B09Q38,樱花双语幼儿园,科教文化服务;学校;幼儿园,141204,,东亭路10号东亭花园内,114.363876,30.569128,027-86785167,湖北省,武汉市,武昌区
B001B0I62V,湖北省邮电职业中等专业学校,科教文化服务;学校;职业技术学校,141206,,八一路208号,114.352676,30.534486,027-87870310,湖北省,武汉市,武昌区
B0FFHTNQD4,武大经管院EDP中心,科教文化服务;学校;学校,141200,,八一路299号武汉大学经济与管理学院B158室,114.373358,30.539104,027-87058603,湖北省,武汉市,武昌区
B0FFIAN477,中科院物数所综合楼,科教文化服务;学校;学校,141200,,小洪山西区30号,114.347991,30.539386,,湖北省,武汉市,武昌区
B0FFG3YE5X,武汉大学资产部,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.360289,30.5429,,湖北省,武汉市,武昌区
B0HURM2UKE,武昌实验小学(东湖国际校区),科教文化服务;学校;小学,141203,,兴武路,114.352313,30.557148,,湖北省,武汉市,武昌区
B001B1C0OK,武昌中华路小学(金都校区),科教文化服务;学校;小学,141203,,中山路积玉桥51号,114.3029,30.556211,027-88215819,湖北省,武汉市,武昌区
B0FFG411CY,武汉大学招生就业处,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.366211,30.537517,,湖北省,武汉市,武昌区
B0FFG411D1,武汉大学外事部,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.366635,30.537259,,湖北省,武汉市,武昌区
B0FFG411D0,武汉大学党办,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.366608,30.537379,,湖北省,武汉市,武昌区
B0FFG411CZ,武汉大学校办,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.366689,30.53743,,湖北省,武汉市,武昌区
B001B16G5K,贝乐欣幼儿园,科教文化服务;学校;幼儿园,141204,,恒安街78附51,114.31635,30.506447,027-88772520;027-88772129;13720188803,湖北省,武汉市,武昌区
B0HURM2UKE,武昌实验小学(东湖国际校区),科教文化服务;学校;小学,141203,,兴武路,114.352313,30.557148,,湖北省,武汉市,武昌区
B001B1HAAA,湖北中医药大学昙华林校区教学楼,科教文化服务;学校;学校,141200,,昙华林188号,114.31485,30.54995,,湖北省,武汉市,武昌区
B0FFGN3OEB,武汉大学委员会宣传部,科教文化服务;学校;高等院校,141201,,珞珈山16号,114.358032,30.533912,027-68752632,湖北省,武汉市,武昌区
B0G0GHJK60,湖北美术学院创客空间大学生艺术创新中心,科教文化服务;学校;高等院校,141201,,,114.316915,30.547734,,湖北省,武汉市,武昌区
B0G1FZL5SA,武汉大学新能源大楼(建设中),科教文化服务;学校;学校,141200,,东湖南路8号,114.366748,30.544656,,湖北省,武汉市,武昌区
B0FFHE3VOP,武汉大学学生工作部,科教文化服务;学校;学校,141200,,八一路299号武汉大学本科生院楼,114.357978,30.533856,,湖北省,武汉市,武昌区
B001B1DC32,武汉纺织大学东湖校区综合教学楼,科教文化服务;学校;学校,141200,,梨园侧路26附近,114.371458,30.578831,,湖北省,武汉市,武昌区
B0FFM3G5BZ,武汉理工大学余家头校区交通学院交通工程系,科教文化服务;学校;高等院校,141201,,和平大道1178号武汉理工大学余家头校区,114.360237,30.608064,,湖北省,武汉市,武昌区
B001B1IJ09,武汉大学基础医学院学生会,科教文化服务;学校;高等院校,141201,,水果湖街街道东湖路185号,114.357531,30.553403,,湖北省,武汉市,武昌区
B001B1DI9I,武汉大学电工训练中心,科教文化服务;学校;高等院校,141201,,珞珈山路16号附近,114.360468,30.540617,,湖北省,武汉市,武昌区
B0FFG6L5AL,武汉大学-5教学楼,科教文化服务;学校;学校,141200,,八一路299号武汉大学内附近,114.363619,30.543119,,湖北省,武汉市,武昌区
B0FFG1PPEU,武汉大学国际交流部,科教文化服务;学校;高等院校,141201,,八一路299号(武汉大学),114.366789,30.537569,,湖北省,武汉市,武昌区
B0FFG7DP9U,南湖街老年大学,科教文化服务;学校;成人教育,141205,,南湖街办事处雅安街世纪宏图297号,114.321157,30.50994,,湖北省,武汉市,武昌区
B001B16DBD,小太阳双语幼儿园(和平大道),科教文化服务;学校;幼儿园,141204,,武车四村667号(近和平大道),114.320784,30.57711,,湖北省,武汉市,武昌区
B0FFG77CXV,农银大学武汉培训学院,科教文化服务;学校;学校,141200,,中北路186号,114.355036,30.56906,,湖北省,武汉市,武昌区
B0FFFFXDSF,武汉大学化学与分子科学学院西区一楼创隆厅,科教文化服务;学校;学校,141200,,珞珈山16号武汉大学,114.358755,30.536344,,湖北省,武汉市,武昌区
B001B1BWH8,武汉大学学生俱乐部,科教文化服务;学校;高等院校,141201,,八一路299号武汉大学内,114.362461,30.539814,,湖北省,武汉市,武昌区
B0FFF5V6IE,武汉市石牌岭高级职业中学,科教文化服务;学校;职业技术学校,141206,,石牌岭路13号石牌岭,114.342646,30.524639,027-87212720;027-87882855,湖北省,武汉市,武昌区
B0FFHLVAJD,石牌岭高级职业中学招生就业办公室,科教文化服务;学校;职业技术学校,141206,,石牌岭路13号,114.342061,30.525052,,湖北省,武汉市,武昌区
B001B1DIDU,武汉大学离退休工作处,科教文化服务;学校;高等院校,141201,,八一路299号(武汉大学),114.366396,30.531817,,湖北省,武汉市,武昌区
B0FFG56PIU,武汉大学医学部病解房,科教文化服务;学校;学校,141200,,东湖路115号武汉大学医学部,114.354428,30.554694,,湖北省,武汉市,武昌区
B0FFHQOYAO,湖北大学附属中学-教学楼,科教文化服务;学校;学校,141200,,团结路8号湖北大学附属中学,114.336901,30.588717,,湖北省,武汉市,武昌区
B001B170OV,小博士幼儿园(彭刘杨路),科教文化服务;学校;幼儿园,141204,,彭刘杨路159号前栋3楼,114.296755,30.541151,,湖北省,武汉市,武昌区
B0FFHEOOHE,陈家沟太极拳武校(中南分校),科教文化服务;学校;学校,141200,,洪山路2号附近,114.340354,30.544003,13307166333,湖北省,武汉市,武昌区
B001B1C6PN,湖北现代科技学校,科教文化服务;学校;职业技术学校,141206,,徐家棚街办事处徐东学院路9号,114.32757,30.579891,,湖北省,武汉市,武昌区
B001B1BXVZ,武汉大学信息与计算科学系,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.364656,30.540022,,湖北省,武汉市,武昌区
B0FFH1SROD,武昌区乃园幼儿园,科教文化服务;学校;幼儿园,141204,,乃园94附1号,114.295629,30.544016,,湖北省,武汉市,武昌区
B0FFF35L1F,武汉大学留学生俱乐部,科教文化服务;学校;高等院校,141201,,珞珈山街街道珞珈山16号武汉大学八一路生鲜市场,114.37391,30.537642,,湖北省,武汉市,武昌区
B0FFGPOGN6,小博士幼儿园(杨园街),科教文化服务;学校;幼儿园,141204,,杨园街50号附近,114.339331,30.6024,15377538069,湖北省,武汉市,武昌区
B0FFL5NTMV,湖北省武昌实验寄宿小学黄鹤楼校区,科教文化服务;学校;中学|科教文化服务;学校;小学,141202|141203,,大成路45号,114.29776,30.544745,,湖北省,武汉市,武昌区
B0FFFDCRDA,惠誉双语幼儿园,科教文化服务;学校;幼儿园,141204,,惠誉路惠誉花园,114.332671,30.586198,027-50800211,湖北省,武汉市,武昌区
B0FFGPPSVI,武汉理工大学幼儿园,科教文化服务;学校;幼儿园,141204,,武汉理工大学(和平大道1178号),114.352742,30.605415,027-86533969,湖北省,武汉市,武昌区
B001B0JU6I,武昌区四美塘小学,科教文化服务;学校;小学,141203,,四美塘路2号,114.336858,30.599634,,湖北省,武汉市,武昌区
B0FFG651R9,艺苗幼儿园(秦园路),科教文化服务;学校;幼儿园,141204,,秦园路58号,114.335434,30.585498,,湖北省,武汉市,武昌区
B001B0IRSH,中共湖北省委直属机关工作委员会党校,科教文化服务;学校;学校,141200,,紫阳东路10号,114.331495,30.530781,,湖北省,武汉市,武昌区
B001B1CX9F,八铺街小学,科教文化服务;学校;小学,141203,,兴隆街15号,114.299045,30.522716,027-88113960,湖北省,武汉市,武昌区
B001B1C6W2,湖北省跳水学校,科教文化服务;学校;学校,141200,,体育馆路1号,114.333444,30.547267,,湖北省,武汉市,武昌区
B0FFIV0446,武汉大学哲学学院,科教文化服务;学校;高等院校,141201,,武汉大学振华楼,114.358939,30.534772,027-68752861,湖北省,武汉市,武昌区
B0FFHB461S,安琪儿幼教中心,科教文化服务;学校;幼儿园,141204,,,114.340415,30.595342,15327407627,湖北省,武汉市,武昌区
B0FFFLJU23,乐天幼儿园,科教文化服务;学校;幼儿园,141204,,杨园街建设新村10号,114.339939,30.603576,,湖北省,武汉市,武昌区
B001B1DIA8,武汉大学实验室与设备管理处,科教文化服务;学校;高等院校,141201,,珞珈山路16号武汉大学,114.360238,30.542871,027-68772019,湖北省,武汉市,武昌区
B0FFIWUZ1D,启程幼儿园,科教文化服务;学校;幼儿园,141204,,徐东大街逸居苑10号楼,114.34215,30.592444,18771022081,湖北省,武汉市,武昌区
B001B1CX7V,启明星艺术幼儿园(钢厂路),科教文化服务;学校;幼儿园,141204,,白沙洲街办事处涂家沟武泰闸小学对面,114.304164,30.517766,15827505968,湖北省,武汉市,武昌区
B0FFGBWFY6,武昌实验幼儿园,科教文化服务;学校;幼儿园,141204,,和平大道513号绿地金融城内,114.322733,30.579093,027-88105680,湖北省,武汉市,武昌区
B001B1BXS4,武汉大学水质工程系,科教文化服务;学校;高等院校,141201,,珞珈山16号武汉大学,114.363286,30.542633,,湖北省,武汉市,武昌区
B0FFHHCW8Z,特蕾新首府幼儿园,科教文化服务;学校;幼儿园,141204,,积玉桥街办事处和平大道三角路恒大首府小区内,114.319882,30.573096,027-88516731,湖北省,武汉市,武昌区
B0FFHO2SUV,赵家墩英济双语幼儿园,科教文化服务;学校;幼儿园,141204,,徐佳彤街道三角花园赵家墩小区3栋1-2层,114.318522,30.574763,027-59335676,湖北省,武汉市,武昌区
B0FFHB49EC,知音幼儿园,科教文化服务;学校;幼儿园,141204,,东湖路179号,114.368761,30.57175,027-68887977;027-68890586,湖北省,武汉市,武昌区
B001B1ATX2,武昌区教委新桥幼儿园,科教文化服务;学校;幼儿园,141204,,白沙洲解放桥社区玻璃厂街113-2号,114.297906,30.523829,,湖北省,武汉市,武昌区
B001B1DBZH,武汉大学幼儿园四分园,科教文化服务;学校;幼儿园,141204,,东湖路103号,114.34884,30.553836,027-68759312,湖北省,武汉市,武昌区
B0FFH81O0D,斯迈特双语婴幼儿园,科教文化服务;学校;幼儿园,141204,,中南路街办事处武珞路五巷99号凯乐花园7号楼,114.324413,30.538927,027-50483976,湖北省,武汉市,武昌区
B0FFFFNNFW,武昌四美塘幼儿园,科教文化服务;学校;幼儿园,141204,,杨园街桥梁特1号,114.339841,30.605225,,湖北省,武汉市,武昌区
B0FFGPO8N1,蔚蓝宝贝幼儿园,科教文化服务;学校;幼儿园,141204,,积玉桥前进路金地国际花园hr2栋,114.314114,30.56056,,湖北省,武汉市,武昌区
B001B1CEZQ,武汉市广播电视中等专业学校,科教文化服务;学校;职业技术学校,141206,,余家头铁机路102号,114.353263,30.602567,,湖北省,武汉市,武昌区
B0FFHZUSM2,希望之星社区托管中心,科教文化服务;学校;幼儿园,141204,,复兴路19号保安街136小区,114.29951,30.528008,15071368897,湖北省,武汉市,武昌区
B0FFH90RVM,佳禾幼儿园,科教文化服务;学校;幼儿园,141204,,余家头水厂德平路怡景苑小区,114.351012,30.61566,,湖北省,武汉市,武昌区
B0FFGPNXUJ,武汉金太阳艺术幼儿园,科教文化服务;学校;幼儿园,141204,,团结大道14附5号,114.347611,30.580925,15327388832,湖北省,武汉市,武昌区
B0FFFOGCYO,武汉大学中南医院-能源中心,科教文化服务;学校;高等院校,141201,,武汉大学中南医院内,114.354039,30.554754,,湖北省,武汉市,武昌区
B0FFGBXVPH,育红幼儿园,科教文化服务;学校;幼儿园,141204,,安居苑小区内,114.333771,30.592126,,湖北省,武汉市,武昌区
B0FFGZADPC,武昌中南路幼儿园,科教文化服务;学校;幼儿园,141204,,八一路铁路小区158号,114.341559,30.538284,,湖北省,武汉市,武昌区
B0FFFFMW1Y,华锦新乐思幼儿园,科教文化服务;学校;幼儿园,141204,,南湖华锦花园附1号,114.318185,30.502694,027-88020543,湖北省,武汉市,武昌区
B0FFHP3JDE,武昌区中北路幼儿园,科教文化服务;学校;幼儿园,141204,,水果湖街办事处中北路车家岭街中北春天小区1栋,114.354775,30.566246,,湖北省,武汉市,武昌区
B001B1ARJ4,星苑双语幼儿园,科教文化服务;学校;幼儿园,141204,,白沙洲街街道武泰闸花园小区48栋,114.295481,30.513184,,湖北省,武汉市,武昌区
B0FFLPFMWH,马荣国际幼教中心,科教文化服务;学校;幼儿园,141204,,徐东二路2号水岸星城花园,114.341254,30.574614,,湖北省,武汉市,武昌区
B0FFI54W4F,武昌区紫阳湖幼儿园,科教文化服务;学校;幼儿园,141204,,紫湖村路武汉市第九中学,114.302169,30.530678,,湖北省,武汉市,武昌区
B0FFLCLRCK,中南公馆·儿童之家,科教文化服务;学校;幼儿园,141204,,中南路中南大公馆别墅A1A2,114.333231,30.534588,15007147622;13476085916,湖北省,武汉市,武昌区
B0FFG38TQM,武昌区大风车幼儿园,科教文化服务;学校;幼儿园,141204,,民主路217附近,114.303222,30.545399,,湖北省,武汉市,武昌区
B0FFI72OEX,浦园国际幼儿园,科教文化服务;学校;幼儿园,141204,,和平大道750号绿地饕界美食街3楼,114.324831,30.582931,027-83958895,湖北省,武汉市,武昌区
B0FFFDB0A0,大方启蒙教育,科教文化服务;学校;幼儿园,141204,,临江大道66号金都汉宫小区1栋,114.301622,30.556416,,湖北省,武汉市,武昌区
B0FFHLYSZV,童风雅颂国学幼儿园,科教文化服务;学校;幼儿园,141204,,口未来公馆B座5A层,114.345962,30.528011,,湖北省,武汉市,武昌区
B0FFFDBXXQ,武昌区育苗幼儿园,科教文化服务;学校;幼儿园,141204,,粮道街胭脂路花园山1号,114.307464,30.551311,027-88012298,湖北省,武汉市,武昌区
B0FFGKE9Y3,华大首义幼儿园,科教文化服务;学校;幼儿园,141204,,首义路首义名居,114.310798,30.536455,18672968336,湖北省,武汉市,武昌区
B0FFIA8I96,武汉市叮咚泉幼儿园,科教文化服务;学校;幼儿园,141204,,静安路8附44号,114.320577,30.523005,027-88776167;18171235536,湖北省,武汉市,武昌区
B0FFGPOGLR,福星幼儿园(巡司河街),科教文化服务;学校;幼儿园,141204,,白沙洲街办事处巡司河街汇文新都d区1号楼门面,114.302129,30.524826,15717148402,湖北省,武汉市,武昌区
B0FFIPJD2U,融侨华府幼儿园,科教文化服务;学校;幼儿园,141204,,和平大道666号爱迪国际,114.317294,30.567877,13995656681,湖北省,武汉市,武昌区
B0G227VTL4,武昌区楚天乐学幼儿园,科教文化服务;学校;幼儿园,141204,,楚天都市雅园12号楼,114.36078,30.572432,,湖北省,武汉市,武昌区
B0FFGFVZG0,湖北广播电视台幼儿园,科教文化服务;学校;幼儿园,141204,,湖北彩电中心大院内,114.324766,30.552416,,湖北省,武汉市,武昌区
B0FFGCB5C7,二药厂幼儿园,科教文化服务;学校;幼儿园,141204,,粮道街办事处鼓架坡30号,114.312967,30.54966,,湖北省,武汉市,武昌区
B0FFGLW9FR,长江紫都幼儿园,科教文化服务;学校;幼儿园,141204,,武金堤路,114.281455,30.506929,027-88157966;027-88157866,湖北省,武汉市,武昌区
B0FFGCB3U8,海贝爱丁堡幼儿园,科教文化服务;学校;幼儿园,141204,,中华路街办事处民主路三道街112号,114.306439,30.546135,,湖北省,武汉市,武昌区
B0HUNH9IUJ,校幼儿园,科教文化服务;学校;幼儿园,141204,,友谊大道368号湖北大学内,114.334069,30.576619,,湖北省,武汉市,武昌区
B0FFG4J71X,乔登美语百瑞景幼儿园,科教文化服务;学校;幼儿园,141204,,武昌百瑞景中央生活区瑞景路武汉第一寄宿小学对面,114.332302,30.520874,027-87871717,湖北省,武汉市,武昌区
B0G1B1BT25,叮咚泉托幼中心,科教文化服务;学校;幼儿园,141204,,静安路8附27号,114.321321,30.523731,027-88776167,湖北省,武汉市,武昌区
B0GUFXHDOF,新乔百瑞景幼儿园,科教文化服务;学校;幼儿园,141204,,宝通寺路26号,114.332892,30.523948,027-50668322,湖北省,武汉市,武昌区
B0G3YCUR4U,快乐宝贝幼儿园,科教文化服务;学校;幼儿园,141204,,,114.292554,30.523548,,湖北省,武汉市,武昌区
B0FFG6567U,武昌晶晶幼儿园,科教文化服务;学校;幼儿园,141204,,紫阳路派出所附近,114.299043,30.529594,027-88050650,湖北省,武汉市,武昌区
B0GRHCX31N,武昌区七色花幼儿园,科教文化服务;学校;幼儿园,141204,,白沙洲大道郁馨花园12栋,114.295734,30.508318,027-88733286,湖北省,武汉市,武昌区
B0GKBAF32D,睿贝幼儿园,科教文化服务;学校;幼儿园,141204,,,114.32098,30.541735,13207103913,湖北省,武汉市,武昌区
B0FFH1EIV3,武汉大学学生社团指导中心,科教文化服务;学校;高等院校,141201,,松园东路武汉大学文理学部,114.366274,30.541954,,湖北省,武汉市,武昌区
B0HGAA0XJ4,武汉光谷职业学院(东湖校区),科教文化服务;学校;职业技术学校,141206,,东湖梨园渔光村特1号,114.373123,30.578428,027-87181666,湖北省,武汉市,武昌区
B0FFIP4A9M,旺斯达,科教文化服务;学校;幼儿园|科教文化服务;培训机构;培训机构,141204|141400,,南安街与静安路交叉口西南50米,114.320131,30.523057,,湖北省,武汉市,武昌区
B0HGTZ9C8M,新桥幼儿园(八铺围堤),科教文化服务;学校;幼儿园,141204,,玻璃钢厂路,114.293463,30.525963,,湖北省,武汉市,武昌区
B001B0724X,湖北省审计干部培训中心,科教文化服务;学校;成人教育,141205,,东亭路7号,114.36061,30.569357,,湖北省,武汉市,武昌区
B0FFFVKXM8,丽晶中泰幼儿园,科教文化服务;学校;幼儿园,141204,,堤东街1号,114.293886,30.513889,027-88118208;15172490890,湖北省,武汉市,武昌区
